_id,date,site,parameter,index_value,description,health_advisory,health_effects
14139,2017-10-06,Harrison Township,OZONE,30,Good,,
14140,2017-10-06,South Fayette,OZONE,36,Good,,
14141,2017-10-06,Flag Plaza,PM10,20,Good,,
14142,2017-10-06,Lawrenceville,PM25B,66,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14143,2017-10-06,Avalon,SO2,0,Good,,
14144,2017-10-07,Flag Plaza,CO,0,Good,,
14145,2017-10-07,Lawrenceville 2,SO2,3,Good,,
14146,2017-10-07,Harrison Township,NO2,16,Good,,
14147,2017-10-07,Parkway East,NO2,16,Good,,
14148,2017-10-07,North Braddock,SO2,19,Good,,
14149,2017-10-07,Lawrenceville,PM25B,50,Good,,
14150,2017-10-07,Parkway East,PM25T,44,Good,,
14151,2017-10-07,Liberty,SO2,23,Good,,
14152,2017-10-07,Parkway East,CO,4,Good,,
14153,2017-10-07,Harrison Township,OZONE,41,Good,,
14154,2017-10-07,South Fayette,OZONE,43,Good,,
14155,2017-10-07,Flag Plaza,PM10,23,Good,,
14156,2017-10-07,Avalon,PM25T,50,Good,,
14157,2017-10-07,Avalon,SO2,0,Good,,
14158,2017-10-07,Lawrenceville 2,CO,5,Good,,
14159,2017-10-07,Liberty 2,PM10,21,Good,,
14160,2017-10-07,Lincoln,PM10,35,Good,,
14161,2017-10-07,South Fayette,SO2,1,Good,,
14162,2017-10-07,Lawrenceville,OZONE,40,Good,,
14163,2017-10-07,Glassport High Street,PM10,26,Good,,
14164,2017-10-07,North Braddock,PM10B,29,Good,,
14165,2017-10-07,Lincoln,PM25,70,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14166,2017-10-07,Liberty 2,PM25(2),52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14167,2017-10-08,Liberty 2,PM10,19,Good,,
14168,2017-10-08,Lincoln,PM10,34,Good,,
14169,2017-10-08,Lawrenceville 2,CO,2,Good,,
14170,2017-10-08,Lawrenceville,OZONE,27,Good,,
14171,2017-10-08,Lawrenceville,PM25B,29,Good,,
14172,2017-10-08,Flag Plaza,CO,0,Good,,
14173,2017-10-08,Glassport High Street,PM10,24,Good,,
14174,2017-10-08,Liberty,SO2,20,Good,,
14175,2017-10-08,Harrison Township,NO2,4,Good,,
14176,2017-10-08,Parkway East,NO2,13,Good,,
14177,2017-10-08,Lawrenceville 2,SO2,1,Good,,
14178,2017-10-08,North Braddock,SO2,14,Good,,
14179,2017-10-08,North Braddock,PM10B,22,Good,,
14180,2017-10-08,Parkway East,PM25T,26,Good,,
14181,2017-10-08,Liberty 2,PM25(2),29,Good,,
14182,2017-10-08,South Fayette,SO2,1,Good,,
14183,2017-10-08,South Fayette,OZONE,30,Good,,
14184,2017-10-08,Avalon,SO2,0,Good,,
14185,2017-10-08,Parkway East,CO,4,Good,,
14186,2017-10-08,Harrison Township,OZONE,27,Good,,
14187,2017-10-08,Flag Plaza,PM10,16,Good,,
14188,2017-10-08,Lincoln,PM25,43,Good,,
14189,2017-10-08,Avalon,PM25T,20,Good,,
14190,2017-10-09,Harrison Township,NO2,8,Good,,
14191,2017-10-09,Parkway East,NO2,15,Good,,
14192,2017-10-09,North Braddock,SO2,1,Good,,
14193,2017-10-09,Liberty 2,PM25(2),11,Good,,
14194,2017-10-09,Lawrenceville 2,SO2,0,Good,,
14195,2017-10-09,Parkway East,CO,10,Good,,
14196,2017-10-09,Glassport High Street,PM10,6,Good,,
14197,2017-10-09,Lawrenceville 2,CO,2,Good,,
14198,2017-10-09,Lawrenceville,OZONE,19,Good,,
14199,2017-10-09,Liberty 2,PM10,8,Good,,
14200,2017-10-09,North Braddock,PM10B,9,Good,,
14201,2017-10-09,Flag Plaza,PM10,8,Good,,
14202,2017-10-09,Lincoln,PM25,28,Good,,
14203,2017-10-09,Avalon,PM25T,18,Good,,
14204,2017-10-09,Lincoln,PM10,16,Good,,
14205,2017-10-09,South Fayette,SO2,1,Good,,
14206,2017-10-09,Lawrenceville,PM25B,27,Good,,
14207,2017-10-09,Parkway East,PM25T,17,Good,,
14208,2017-10-09,Flag Plaza,CO,0,Good,,
14209,2017-10-09,Harrison Township,OZONE,19,Good,,
14210,2017-10-09,South Fayette,OZONE,22,Good,,
14211,2017-10-09,Avalon,SO2,0,Good,,
14212,2017-10-09,Liberty,SO2,13,Good,,
14213,2017-10-10,Flag Plaza,PM10,12,Good,,
14214,2017-10-10,North Braddock,PM10B,12,Good,,
14215,2017-10-10,Liberty 2,PM25(2),26,Good,,
14216,2017-10-10,Lawrenceville 2,SO2,6,Good,,
14217,2017-10-10,South Fayette,SO2,7,Good,,
14218,2017-10-10,Flag Plaza,CO,0,Good,,
14219,2017-10-10,Glassport High Street,PM10,11,Good,,
14220,2017-10-10,Parkway East,PM25T,46,Good,,
14221,2017-10-10,Liberty,SO2,16,Good,,
14222,2017-10-10,Harrison Township,NO2,9,Good,,
14223,2017-10-10,Parkway East,NO2,18,Good,,
14224,2017-10-10,South Fayette,OZONE,49,Good,,
14225,2017-10-10,North Braddock,SO2,11,Good,,
14226,2017-10-10,Lawrenceville 2,CO,2,Good,,
14227,2017-10-10,Lawrenceville,OZONE,43,Good,,
14228,2017-10-10,Liberty 2,PM10,10,Good,,
14229,2017-10-10,Lawrenceville,PM25B,40,Good,,
14230,2017-10-10,Avalon,PM25T,35,Good,,
14231,2017-10-10,Parkway East,CO,9,Good,,
14232,2017-10-10,Harrison Township,OZONE,42,Good,,
14233,2017-10-10,Avalon,SO2,0,Good,,
14234,2017-10-10,Lincoln,PM10,11,Good,,
14235,2017-10-10,Lincoln,PM25,31,Good,,
14236,2017-10-11,Harrison Township,NO2,15,Good,,
14237,2017-10-11,Parkway East,NO2,13,Good,,
14238,2017-10-11,North Braddock,SO2,0,Good,,
14239,2017-10-11,Lincoln,PM25,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14240,2017-10-11,Lawrenceville 2,SO2,2,Good,,
14241,2017-10-11,Flag Plaza,CO,0,Good,,
14242,2017-10-11,Harrison Township,OZONE,19,Good,,
14243,2017-10-11,South Fayette,OZONE,32,Good,,
14244,2017-10-11,Parkway East,PM25T,41,Good,,
14245,2017-10-11,Avalon,SO2,0,Good,,
14246,2017-10-11,Liberty,SO2,13,Good,,
14247,2017-10-11,Liberty 2,PM25(2),38,Good,,
14248,2017-10-11,Lincoln,PM10,19,Good,,
14249,2017-10-11,Flag Plaza,PM10,16,Good,,
14250,2017-10-11,North Braddock,PM10B,18,Good,,
14251,2017-10-11,Lawrenceville,PM25B,46,Good,,
14252,2017-10-11,Avalon,PM25T,46,Good,,
14253,2017-10-11,South Fayette,SO2,3,Good,,
14254,2017-10-11,Parkway East,CO,7,Good,,
14255,2017-10-11,Lawrenceville,OZONE,26,Good,,
14256,2017-10-11,Glassport High Street,PM10,13,Good,,
14257,2017-10-11,Lawrenceville 2,CO,3,Good,,
14258,2017-10-11,Liberty 2,PM10,13,Good,,
14259,2017-10-12,Flag Plaza,CO,0,Good,,
14260,2017-10-12,South Fayette,OZONE,21,Good,,
14261,2017-10-12,Liberty 2,PM10,14,Good,,
14262,2017-10-12,Avalon,SO2,0,Good,,
14263,2017-10-12,Lawrenceville,PM25B,41,Good,,
14264,2017-10-12,Avalon,PM25T,32,Good,,
14265,2017-10-12,Lawrenceville 2,CO,3,Good,,
14266,2017-10-12,Harrison Township,NO2,12,Good,,
14267,2017-10-12,Parkway East,NO2,12,Good,,
14268,2017-10-12,Lawrenceville,OZONE,19,Good,,
14269,2017-10-12,Glassport High Street,PM10,14,Good,,
14270,2017-10-12,Parkway East,PM25T,23,Good,,
14271,2017-10-12,North Braddock,SO2,0,Good,,
14272,2017-10-12,Liberty,SO2,1,Good,,
14273,2017-10-12,Flag Plaza,PM10,14,Good,,
14274,2017-10-12,North Braddock,PM10B,17,Good,,
14275,2017-10-12,Lawrenceville 2,SO2,1,Good,,
14276,2017-10-12,Parkway East,CO,6,Good,,
14277,2017-10-12,Harrison Township,OZONE,19,Good,,
14278,2017-10-12,Lincoln,PM25,29,Good,,
14279,2017-10-12,Lincoln,PM10,23,Good,,
14280,2017-10-12,South Fayette,SO2,0,Good,,
14281,2017-10-13,Glassport High Street,PM10,7,Good,,
14282,2017-10-13,Liberty,SO2,0,Good,,
14283,2017-10-13,Lawrenceville 2,CO,2,Good,,
14284,2017-10-13,Parkway East,NO2,4,Good,,
14285,2017-10-13,Lawrenceville,OZONE,28,Good,,
14286,2017-10-13,Liberty 2,PM10,6,Good,,
14287,2017-10-13,Parkway East,CO,3,Good,,
14288,2017-10-13,Lincoln,PM10,12,Good,,
14289,2017-10-13,South Fayette,SO2,1,Good,,
14290,2017-10-13,Flag Plaza,PM10,9,Good,,
14291,2017-10-13,North Braddock,PM10B,10,Good,,
14292,2017-10-13,Lawrenceville,PM25B,26,Good,,
14293,2017-10-13,Avalon,PM25T,24,Good,,
14294,2017-10-13,Harrison Township,NO2,5,Good,,
14295,2017-10-13,Harrison Township,OZONE,29,Good,,
14296,2017-10-13,Lincoln,PM25,20,Good,,
14297,2017-10-13,Parkway East,PM25T,21,Good,,
14298,2017-10-13,North Braddock,SO2,1,Good,,
14299,2017-10-13,Flag Plaza,CO,0,Good,,
14300,2017-10-13,South Fayette,OZONE,32,Good,,
14301,2017-10-13,Liberty 2,PM25(2),3,Good,,
14302,2017-10-13,Avalon,SO2,0,Good,,
14303,2017-10-13,Lawrenceville 2,SO2,1,Good,,
14304,2017-10-14,Parkway East,CO,5,Good,,
14305,2017-10-14,Flag Plaza,PM10,17,Good,,
14306,2017-10-14,Liberty 2,PM25(2),49,Good,,
14307,2017-10-14,Lawrenceville 2,SO2,8,Good,,
14308,2017-10-14,South Fayette,OZONE,50,Good,,
14309,2017-10-14,Lawrenceville 2,CO,5,Good,,
14310,2017-10-14,Harrison Township,NO2,18,Good,,
14311,2017-10-14,Parkway East,NO2,11,Good,,
14312,2017-10-14,Lawrenceville,OZONE,43,Good,,
14313,2017-10-14,Liberty 2,PM10,19,Good,,
14314,2017-10-14,North Braddock,SO2,7,Good,,
14315,2017-10-14,Glassport High Street,PM10,38,Good,,
14316,2017-10-14,Lincoln,PM25,84,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14317,2017-10-14,Parkway East,PM25T,42,Good,,
14318,2017-10-14,Liberty,SO2,17,Good,,
14319,2017-10-14,Flag Plaza,CO,0,Good,,
14320,2017-10-14,Harrison Township,OZONE,41,Good,,
14321,2017-10-14,Lawrenceville,PM25B,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14322,2017-10-14,Avalon,PM25T,45,Good,,
14323,2017-10-14,Avalon,SO2,0,Good,,
14324,2017-10-14,Lincoln,PM10,47,Good,,
14325,2017-10-14,North Braddock,PM10B,19,Good,,
14326,2017-10-14,South Fayette,SO2,3,Good,,
14327,2017-10-15,Lawrenceville,OZONE,31,Good,,
14328,2017-10-15,Glassport High Street,PM10,48,Good,,
14329,2017-10-15,Lincoln,PM25,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14330,2017-10-15,Parkway East,PM25T,50,Good,,
14331,2017-10-15,Liberty,SO2,110,Unhealthy for Sensitive Groups,People with asthma should consider limiting outdoor exertion.,"Increasing likelihood of respiratory symptoms, such as chest tightness and breathing discomfort, in people with asthma."
14332,2017-10-15,Flag Plaza,CO,0,Good,,
14333,2017-10-15,Harrison Township,OZONE,33,Good,,
14334,2017-10-15,South Fayette,OZONE,34,Good,,
14335,2017-10-15,Flag Plaza,PM10,19,Good,,
14336,2017-10-15,Avalon,SO2,0,Good,,
14337,2017-10-15,Lawrenceville 2,SO2,7,Good,,
14338,2017-10-15,Harrison Township,NO2,24,Good,,
14339,2017-10-15,North Braddock,SO2,16,Good,,
14340,2017-10-15,North Braddock,PM10B,28,Good,,
14341,2017-10-15,Lawrenceville,PM25B,44,Good,,
14342,2017-10-15,South Fayette,SO2,0,Good,,
14343,2017-10-15,Liberty 2,PM25(2),71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14344,2017-10-15,Lawrenceville 2,CO,5,Good,,
14345,2017-10-15,Parkway East,NO2,27,Good,,
14346,2017-10-15,Liberty 2,PM10,36,Good,,
14347,2017-10-15,Lincoln,PM10,48,Good,,
14348,2017-10-15,Parkway East,CO,6,Good,,
14349,2017-10-15,Avalon,PM25T,42,Good,,
14350,2017-10-16,Harrison Township,NO2,8,Good,,
14351,2017-10-16,Harrison Township,OZONE,29,Good,,
14352,2017-10-16,Lincoln,PM25,13,Good,,
14353,2017-10-16,Avalon,PM25T,15,Good,,
14354,2017-10-16,North Braddock,SO2,0,Good,,
14355,2017-10-16,Flag Plaza,CO,0,Good,,
14356,2017-10-16,South Fayette,OZONE,31,Good,,
14357,2017-10-16,Avalon,SO2,0,Good,,
14358,2017-10-16,Liberty,SO2,7,Good,,
14359,2017-10-16,Lawrenceville 2,CO,2,Good,,
14360,2017-10-16,Liberty 2,PM10,31,Good,,
14361,2017-10-16,Lawrenceville,OZONE,30,Good,,
14362,2017-10-16,Glassport High Street,PM10,19,Good,,
14363,2017-10-16,Parkway East,PM25T,13,Good,,
14364,2017-10-16,Parkway East,CO,6,Good,,
14365,2017-10-16,Parkway East,NO2,14,Good,,
14366,2017-10-16,Flag Plaza,PM10,12,Good,,
14367,2017-10-16,Lawrenceville 2,SO2,0,Good,,
14368,2017-10-16,North Braddock,PM10B,20,Good,,
14369,2017-10-16,Lawrenceville,PM25B,21,Good,,
14370,2017-10-16,Lincoln,PM10,36,Good,,
14371,2017-10-16,Liberty 2,PM25(2),12,Good,,
14372,2017-10-16,South Fayette,SO2,0,Good,,
14373,2017-10-17,Parkway East,CO,10,Good,,
14374,2017-10-17,South Fayette,OZONE,38,Good,,
14375,2017-10-17,Glassport High Street,PM10,32,Good,,
14376,2017-10-17,Avalon,SO2,1,Good,,
14377,2017-10-17,Liberty,SO2,51,Moderate,,
14378,2017-10-17,Lawrenceville 2,CO,4,Good,,
14379,2017-10-17,Lawrenceville,OZONE,33,Good,,
14380,2017-10-17,Liberty 2,PM10,38,Good,,
14381,2017-10-17,Parkway East,NO2,18,Good,,
14382,2017-10-17,Avalon,PM25T,28,Good,,
14383,2017-10-17,Lincoln,PM10,26,Good,,
14384,2017-10-17,North Braddock,PM10B,33,Good,,
14385,2017-10-17,Lawrenceville,PM25B,29,Good,,
14386,2017-10-17,Flag Plaza,CO,0,Good,,
14387,2017-10-17,Lincoln,PM25,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14388,2017-10-17,Parkway East,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14389,2017-10-17,Lawrenceville 2,SO2,2,Good,,
14390,2017-10-17,South Fayette,SO2,3,Good,,
14391,2017-10-17,Harrison Township,NO2,20,Good,,
14392,2017-10-17,Harrison Township,OZONE,32,Good,,
14393,2017-10-17,Flag Plaza,PM10,14,Good,,
14394,2017-10-17,Liberty 2,PM25(2),67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14395,2017-10-17,North Braddock,SO2,13,Good,,
14396,2017-10-18,Parkway East,NO2,33,Good,,
14397,2017-10-18,Liberty 2,PM25(2),80,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14398,2017-10-18,Parkway East,CO,14,Good,,
14399,2017-10-18,Glassport High Street,PM10,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14400,2017-10-18,Flag Plaza,PM10,21,Good,,
14401,2017-10-18,Lincoln,PM25,84,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14402,2017-10-18,Lawrenceville 2,CO,7,Good,,
14403,2017-10-18,Lawrenceville,OZONE,31,Good,,
14404,2017-10-18,Liberty 2,PM10,48,Good,,
14405,2017-10-18,Lincoln,PM10,50,Good,,
14406,2017-10-18,Flag Plaza,CO,0,Good,,
14407,2017-10-18,Harrison Township,OZONE,34,Good,,
14408,2017-10-18,South Fayette,OZONE,42,Good,,
14409,2017-10-18,Avalon,SO2,1,Good,,
14410,2017-10-18,Liberty,SO2,89,Moderate,,
14411,2017-10-18,Harrison Township,NO2,26,Good,,
14412,2017-10-18,Avalon,PM25T,40,Good,,
14413,2017-10-18,North Braddock,SO2,16,Good,,
14414,2017-10-18,North Braddock,PM10B,34,Good,,
14415,2017-10-18,Lawrenceville,PM25B,42,Good,,
14416,2017-10-18,Parkway East,PM25T,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
